sku,name,description,url,group_id,gender,categories,primary_category,primary_end_use,image_url,color,price,in_stock
1215483-001,Men's ColdGear® Fitted Long Sleeve Mock,Men's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/mens-coldgear-fitted-mock/pcid1215483-001,1215483,Mens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215483-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,29.99,TRUE
1215483-090,Men's ColdGear® Fitted Long Sleeve Mock,Men's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/mens-coldgear-fitted-mock/pcid1215483-090,1215483,Mens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215483-090_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Carbon Heather,29.99,TRUE
1215484-001,Men's ColdGear® Fitted Long Sleeve Crew,Men's ColdGear® Fitted Long Sleeve Crew,https://www.underarmour.com/en-us/mens-ua-coldgear-fitted-crew/pcid1215484-001,1215484,Mens,Shirts & Tops|Long-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215484-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,29.99,TRUE
1215919-905,Boys' ColdGear® Evo Camo Leggings,Boys' ColdGear® Evo Camo Leggings,https://www.underarmour.com/en-us/boys-camo-ua-evo-coldgear-legging/pcid1215919-905,1215919,Boys,Bottoms|Legging|Tapered Leg,Apparel,Hunt,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215919-905_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Mossy Oak Treestand,29.99,TRUE
1215919-946,Boys' ColdGear® Evo Camo Leggings,Boys' ColdGear® Evo Camo Leggings,https://www.underarmour.com/en-us/boys-camo-ua-evo-coldgear-legging/pcid1215919-946,1215919,Boys,Bottoms|Legging|Tapered Leg,Apparel,Hunt,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215919-946_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",REALTREE AP-XTRA,29.99,TRUE
1215921-946,Boys' ColdGear® Evo Camo Mock,Boys' ColdGear® Evo Camo Mock,https://www.underarmour.com/en-us/boys-camo-ua-evo-coldgear-mock/pcid1215921-946,1215921,Boys,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Hunt,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215921-946_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",REALTREE AP-XTRA,29.99,TRUE
1215921-905,Boys' ColdGear® Evo Camo Mock,Boys' ColdGear® Evo Camo Mock,https://www.underarmour.com/en-us/boys-camo-ua-evo-coldgear-mock/pcid1215921-905,1215921,Boys,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Hunt,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215921-905_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Mossy Oak Treestand,29.99,TRUE
1215968-001,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pid1215968-001,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,49.99,TRUE
1215968-100,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pid1215968-100,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,49.99,TRUE
1215968-400,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pid1215968-400,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-400_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Royal,49.99,TRUE
1215968-600,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pid1215968-600,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-600_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Red,49.99,TRUE
1215968-090,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pcid1215968-090,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-090_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Carbon Heather,37.99,TRUE
1215968-410,Women's ColdGear® Fitted Long Sleeve Mock,Women's ColdGear® Fitted Long Sleeve Mock,https://www.underarmour.com/en-us/womens-coldgear-fitted-mock/pcid1215968-410,1215968,Womens,Shirts & Tops|Long-Sleeve Shirt|Mock,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1215968-410_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Midnight Navy,36.99,TRUE
1216006-001,"Men's Tactical 6"" Training Shorts","Men's Tactical 6"" Training Shorts",https://www.underarmour.com/en-us/mens-tactical-training-short/pid1216006-001,1216006,Mens,Bottoms|Short|4 in. to 6.5 in.,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216006-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,34.99,TRUE
1216006-084,"Men's Tactical 6"" Training Shorts","Men's Tactical 6"" Training Shorts",https://www.underarmour.com/en-us/mens-tactical-training-short/pid1216006-084,1216006,Mens,Bottoms|Short|4 in. to 6.5 in.,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216006-084_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Battleship,34.99,TRUE
1216006-390,"Men's Tactical 6"" Training Shorts","Men's Tactical 6"" Training Shorts",https://www.underarmour.com/en-us/mens-tactical-training-short/pid1216006-390,1216006,Mens,Bottoms|Short|4 in. to 6.5 in.,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216006-390_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Marine OD Green,34.99,TRUE
1216006-465,"Men's Tactical 6"" Training Shorts","Men's Tactical 6"" Training Shorts",https://www.underarmour.com/en-us/mens-tactical-training-short/pid1216006-465,1216006,Mens,Bottoms|Short|4 in. to 6.5 in.,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216006-465_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Dark Navy Blue ,34.99,TRUE
1216007-290,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,https://www.underarmour.com/en-us/mens-tactical-compression-heatgear-t/pid1216007-290,1216007,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216007-290_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Desert Sand,24.99,TRUE
1216007-390,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,https://www.underarmour.com/en-us/mens-tactical-compression-heatgear-t/pid1216007-390,1216007,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216007-390_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Marine OD Green,24.99,TRUE
1216007-001,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,Men's Tactical HeatGear® Compression Short Sleeve T-Shirt,https://www.underarmour.com/en-us/mens-tactical-compression-heatgear-t/pid1216007-001,1216007,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216007-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,24.99,TRUE
1216010-001,Men's Tactical  HeatGear® Compression V-Neck T-Shirt,Men's Tactical  HeatGear® Compression V-Neck T-Shirt,https://www.underarmour.com/en-us/mens-tactical-vneck-compression-heatgear-t/pid1216010-001,1216010,Mens,Shirts & Tops|Short-Sleeve Shirt|V-Neck,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216010-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,24.99,TRUE
1216010-100,Men's Tactical  HeatGear® Compression V-Neck T-Shirt,Men's Tactical  HeatGear® Compression V-Neck T-Shirt,https://www.underarmour.com/en-us/mens-tactical-vneck-compression-heatgear-t/pid1216010-100,1216010,Mens,Shirts & Tops|Short-Sleeve Shirt|V-Neck,Apparel,Military/Tactical,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1216010-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,24.99,TRUE
1217194-001,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-001,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,14.99,TRUE
1217194-410,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-410,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-410_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Midnight Navy,14.99,TRUE
1217194-025,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-025,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-025_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",True Gray Heather,14.99,TRUE
1217194-100,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-100,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,14.99,TRUE
1217194-090,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-090,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-090_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Carbon Heather,14.99,TRUE
1217194-040,Men's Charged Cotton® T-Shirt,Men's Charged Cotton® T-Shirt,https://www.underarmour.com/en-us/mens-charged-cotton-tshirt/pcid1217194-040,1217194,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Training,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217194-040_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Graphite,14.99,TRUE
1217240-001,Men's UA Classic Short Sleeve Jersey,Men's UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/mens-ua-classic-jersey/pid1217240-001,1217240,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217240-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,22.99,TRUE
1217240-100,Men's UA Classic Short Sleeve Jersey,Men's UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/mens-ua-classic-jersey/pid1217240-100,1217240,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217240-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,22.99,TRUE
1217240-400,Men's UA Classic Short Sleeve Jersey,Men's UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/mens-ua-classic-jersey/pid1217240-400,1217240,Mens,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217240-400_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Royal,22.99,TRUE
1217241-100,Men's Classic Soccer Shorts,Men's Classic Soccer Shorts,https://www.underarmour.com/en-us/mens-classic-soccer-shorts/pid1217241-100,1217241,Mens,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217241-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,19.99,TRUE
1217282-400,Women’s UA Classic Short Sleeve Jersey,Women’s UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/womens-ua-classic-short-sleeve-jersey/pid1217282-400,1217282,Womens,Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217282-400_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Royal,22.99,TRUE
1217282-001,Women’s UA Classic Short Sleeve Jersey,Women’s UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/womens-ua-classic-short-sleeve-jersey/pid1217282-001,1217282,Womens,Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217282-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,22.99,TRUE
1217282-100,Women’s UA Classic Short Sleeve Jersey,Women’s UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/womens-ua-classic-short-sleeve-jersey/pid1217282-100,1217282,Womens,Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217282-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,22.99,TRUE
1217282-410,Women’s UA Classic Short Sleeve Jersey,Women’s UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/womens-ua-classic-short-sleeve-jersey/pid1217282-410,1217282,Womens,Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217282-410_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Midnight Navy,22.99,TRUE
1217282-600,Women’s UA Classic Short Sleeve Jersey,Women’s UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/womens-ua-classic-short-sleeve-jersey/pid1217282-600,1217282,Womens,Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217282-600_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Red,22.99,TRUE
1217283-100,"Women's UA Classic 6.5"" Short","Women's UA Classic 6.5"" Short",https://www.underarmour.com/en-us/womens-ua-classic-short/pid1217283-100,1217283,Womens,Bottoms|Short|4 in. to 6.5 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217283-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,19.99,TRUE
1217316-410,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-410,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-410_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Midnight Navy,19.99,TRUE
1217316-001,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-001,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,19.99,TRUE
1217316-100,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-100,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,19.99,TRUE
1217316-301,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-301,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-301_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Forest Green,19.99,TRUE
1217316-600,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-600,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-600_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Red,19.99,TRUE
1217316-609,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-609,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-609_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Maroon,19.99,TRUE
1217316-400,Boys' UA Classic Short Sleeve Jersey,Boys' UA Classic Short Sleeve Jersey,https://www.underarmour.com/en-us/boys-ua-classic-jersey/pid1217316-400,1217316,Boys,Shirts & Tops|Short-Sleeve Shirt|Crew Neck,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217316-400_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Royal,19.99,TRUE
1217317-400,Boys' UA Classic Shorts,Boys' UA Classic Shorts,https://www.underarmour.com/en-us/boys-ua-classic-short/pid1217317-400,1217317,Boys,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217317-400_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Royal,17.99,TRUE
1217317-001,Boys' UA Classic Shorts,Boys' UA Classic Shorts,https://www.underarmour.com/en-us/boys-ua-classic-short/pid1217317-001,1217317,Boys,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217317-001_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Black ,17.99,TRUE
1217317-100,Boys' UA Classic Shorts,Boys' UA Classic Shorts,https://www.underarmour.com/en-us/boys-ua-classic-short/pid1217317-100,1217317,Boys,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217317-100_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",White,17.99,TRUE
1217317-301,Boys' UA Classic Shorts,Boys' UA Classic Shorts,https://www.underarmour.com/en-us/boys-ua-classic-short/pid1217317-301,1217317,Boys,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217317-301_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Forest Green,17.99,TRUE
1217317-410,Boys' UA Classic Shorts,Boys' UA Classic Shorts,https://www.underarmour.com/en-us/boys-ua-classic-short/pid1217317-410,1217317,Boys,Bottoms|Short|7 in. to 10 in.,Apparel,Soccer,"https://a248.e.akamai.net/f/248/9086/10h/origin-d4.scene7.com/is/image/Underarmour/V5-1217317-410_LDF?scl=1&fmt=jpg&qlt=85&wid=230&hei=240&size=216,207&cache=on,off&resMode=sharp2",Midnight Navy,17.99,TRUE